Id,医生职称,医生科室,医生所在城市,医生有无简介,医生在线活动量,医生个人网站总访问量,总文章数,总患者数,患者投票数,感谢信数,心意礼物数,医生欢迎词,Mark(不要使用该列)
7768,主任医师 教授,泌尿科,上海,1,29967,"1,995,083",6,2883,99,44,91,"叶医生常说：快乐是一种幸福！                        最新提示：1.周一下午原浦西特需门诊停诊，改为周一东院下午预约点名门诊(特注：一定需要提前预约）望患儿家长关注并相互转告。2.最近患者非常集中，我们的工作量成倍增长。虽然已经派人员看守还是可能会延误,希望广大网友多多包涵并请理解本网站的...纯公益性质。最近我们开通了新浪微博,可以通过@叶主任2011了解我们发布的一些新动态之类的微博.还望大家多多关注!为方便患者联系搜@叶主任2011可以查到预约手术的二维码和叶主任的微信二维码。",228290
7769,主治医师,电诊科,长春,1,5,395,0,1,0,0,0,,228291
7770,副主任药师 副教授,药剂科,大庆,1,0,"39,293",4,0,0,0,0,,228312
7771,副主任医师,呼吸科,苏州,1,2220,"236,944",14,170,5,1,1,,228343
7772,副主任医师 副教授,口腔科,上海,1,0,"18,017",0,0,3,0,1,,228407
7773,主任医师,妇瘤科,北京,1,189023,"10,218,408",98,9318,356,219,1323,祝广大网友新年快乐，心想事成，身体健康，工作愉快，...                        祝广大妇女身体健康；没病时请注意身体保养，定期检查身体；有病时请心态平和，谨遵医嘱，积极配合治疗，相信现代医学的水平；治疗后注意按期复查、随诊。,228409
7774,副主任医师 副教授,心内科,广元,1,1160,"68,440",2,159,1,0,1,关爱您身边的每个人                        如果您或您的亲人正被呼吸、心血管系统疾患所困扰，不妨坐下来聊聊，也许我能给您一点点提示，我也希望从你们那里学习更多知识，得到提高，更希望大家抱着疑问而来，拥有健康回去，关注健康、关爱社会，是我们医务工作者义不容辞的责任！,228508
7775,主任医师 教授,小儿内科,石家庄,1,200,"12,348",0,1,8,0,0,,228629
7776,住院医师,防疫科,西安,1,0,"23,860",1,0,0,0,0,,228678
7777,副主任医师,消化内科,合肥,1,16069,"909,629",8,1567,13,7,45,医者仁心                        医者，本天使、救死扶伤之责；仁心，救助天下病弱之人！,228679
7778,主治医师 讲师,神经内科,兰州,0,0,837,0,0,1,0,0,《大医精诚》                        ——选自孙思邈&#8226;《备急千金要方》张湛曰：“夫经方之难精，由来尚矣。”今病有内同而外异，亦有内异而外同，故五藏六腑之盈虚，血脉荣卫之通塞，固非耳目之所察，必先诊候以审之。而寸口关尺，有浮沉弦紧之乱；俞穴流注，有高下浅深之差；肌肤筋...骨，有厚薄刚柔之异。唯用心精微者，始可与言于此矣。今以至精至微之事，求之于至粗至浅这思，其不殆哉！若盈而益之，虚而损之，通而彻之，塞而壅之，寒而冷之，热而温之，是重加其疾，而望其生，吾见其死矣。故医方卜筮,228689
7779,副主任医师 副教授,普通外科,泰州,1,0,"8,269",0,1,5,2,1,,228705
7780,副主任医师,中医科,大同,0,0,"7,780",0,0,1,0,0,,228706
7781,副主任医师,肾病内科,北京,0,0,"4,844",0,0,4,0,0,欢迎词                        慢性肾脏病患者的家园,228719
7782,副主任医师,急诊科,西安,1,0,"10,349",0,0,0,0,1,,228732
7783,住院医师 助教,肿瘤科,北京,1,606,"260,220",12,195,0,0,1,祝您健康                        我的进步源自你们的痛楚，你们的病痛是我前进的动力。尽吾所能为你分忧！,228744
7784,主治医师 讲师,ICU(重症监护室),广州,1,220,"17,746",0,2,1,0,0,,228745
7785,主治医师,中医科,锦州,0,5,833,0,1,0,0,0,中医妇产科欢迎你                        尽我所能，解你所惑,228747
7786,住院医师,肛肠痔瘘科,昆明,1,250,"25,966",1,5,0,0,0,欢迎各位朋友咨询                        我将以最真诚的服务与患友交流，共同谈讨有关问题，视大家为朋友，无论有任何问题，有问必答。,228766
7787,副主任医师,手足外科,西安,1,285,"16,072",0,45,0,0,0,,228927
7788,住院医师,临床心理科,洛阳,1,0,"109,293",2,45,3,0,0,认识自我，拥抱健康！                        让世界失去色彩的，不是伤痛而是内心世界的困惑；让脸上失去笑容的，不是磨难而是静谧心灵的缄默。,229109
7789,主治医师,核医学科,石家庄,0,210,"29,472",12,30,1,0,0,,229112
7790,主任医师,普外科,合肥,1,320,"13,290",0,44,15,0,1,,229144
7791,副主任医师,功能神经外科,北京,1,1825,"72,343",14,293,9,2,2,医者仁心                        随着物质条件的改善，人们对生活品质的要求越来越高，面子问题成了衣食住行以外的另一重大问题。我们的神经外科技术已经能够很安全的解决它了，祝每个人都有一个开心的笑容！,229221
7792,主任医师 教授,肾病科,上海,1,6052,"231,208",0,367,26,11,23,,229225
7793,住院医师,中医科,天津,0,0,"1,910",0,0,0,0,0,,229237
7794,主治医师,高压氧科,北京,0,230,"11,319",1,3,1,0,0,海军总医院高压氧科                        咨询电话：010-66958527,229268
7795,主治医师,儿科,成都,0,1950,"14,619",5,212,1,1,0,专业有爱的儿科医生                        作为一位女儿的爸爸，我深深地理解每一位家长在孩子生病后的心情，上班时间没有没有沟通到位的，我会利用闲暇时间在网上答疑。当然，医学博大精深，也有许多我解决不了的问题，但我一定能给你正确的引导。,229318
7796,副主任医师 副教授,介入室,荆州,1,0,"12,626",3,0,1,0,1,,229323
7797,副主任医师,眼科,南京,1,115,"5,288",4,20,0,0,0,欢迎词                        用我们共同的努力建造光明的世界！,229329
7798,主治医师 讲师,妇产科,安阳,1,555,"35,806",53,79,0,0,0,医生之本，德术并举。                        最好的医生是自己，最好的药物是时间，最好的运动是步行，最好的心情是宁静。选择医学可能是偶然，但你一旦选择了，就必须用一生的忠诚和热情去对待它。,229360
7799,住院医师,普外二科、肝胆血管外科,乌鲁木齐,0,0,911,0,0,0,0,0,,229377
7800,主任医师,中医科,大同,1,0,446,0,0,0,0,0,,229404
7801,主治医师,关节外科,西安,0,0,161,0,0,1,0,0,,229448
7802,住院医师,针灸科,成都,1,0,596,29,0,0,0,0,,229526
7803,主任医师 教授,鼻咽科,广州,1,210,"211,270",1,94,41,11,2,,229526
7804,主治医师,血液科,北京,1,75,"1,119",2,8,1,0,0,"希望各位患者早日康复！                        擅长以中西医结合手段治疗各种血液系统疾病,包括再生障碍性贫血,骨髓增生异常综合征,急性白血病,免疫性血小板减少性紫癜,及骨髓增殖性疾病,多发性骨髓瘤,淋巴瘤等血液系统肿瘤性疾病。",229660
7805,主治医师,超声科,广州,0,0,476,0,0,0,0,0,细雨新途                        细雨新途,229663
7806,主治医师,肛肠科,大庆,1,70,"8,415",4,10,5,3,0,谨记我们的誓言！！                        健康所系、性命相托。当我步入神圣医学学府的时刻，谨庄严宣誓：    我志愿献身医学，热爱祖国，忠于人民，恪守医德，尊师守纪，刻苦钻研，孜孜不倦，精益求精，全面发展。    我决心竭尽全力除人类之病痛，助健康之完美，维护医术的圣洁和荣誉。...救死扶伤，不辞艰辛，执着追求，为祖国医药卫生事业的发展和人类身心健康奋斗终生！                                        展开 >>,229739
7807,主治医师 讲师,心血管内科,上海,0,0,333,0,0,0,0,0,,229783
7808,主治医师 副教授,眼科,北京,1,0,"23,047",0,2,12,2,1,,229832
7809,住院医师,眼底病,天津,0,0,821,0,0,0,0,0,,229833
7810,主治医师,妇产科,成都,1,0,"17,598",0,2,2,0,0,欢迎词                        祝姐妹们身体健康！,229836
7811,住院医师,神经内科,绍兴,0,0,"12,085",0,1,0,0,0,,229896
7812,主任医师 教授,耳鼻咽喉科,长沙,1,430,"65,192",0,33,6,0,2,,229902
7813,副主任医师 副教授,感染科,青岛,0,2285,"152,457",0,284,1,0,0,,229963
7814,副主任医师,骨科,北京,1,205,"11,574",0,1,5,1,0,,229967
7815,主治医师,口腔修复科,武汉,1,256,"14,082",0,3,1,0,0,更希望能成为您的朋友                        用我的知识换取您的健康，用我的真诚赢得您的信任，用我的关心营建彼此友谊,230020
7816,住院医师,皮肤科,随州,0,0,807,0,0,0,0,0,,230030
7817,主治医师,普外科,潍坊,0,15,"3,322",0,3,0,0,0,欢迎词                        希望我的一点建议，对您有所帮助,230050
7818,主任医师,中医科,长治,1,341,"130,017",453,10,4,1,1,竭诚为风湿病患者服务                        愿每个风湿病患者都能得到正确、规范的诊断、治疗，摆脱病魔的困扰和痛苦，享受人生的快乐和幸福！,230128
7819,副主任医师,妇产科,张家口,1,0,"13,305",0,0,0,0,0,,230147
7820,副主任医师,家庭病床科,成都,1,730,"80,552",1,48,0,0,2,冬季养生电视访谈                        大家好，欢迎收看我在四川电视台妇女儿童频道12月12、19、26日晚8：30的关于冬季养生的节目。,230165
7821,主治医师,儿科,北京,0,300,"26,427",0,10,0,0,0,,230174
7822,主任医师 教授,耳鼻咽喉-头颈外科,上海,1,240,"50,820",0,8,10,3,1,,230219
7823,副主任医师,超声科,沧州,1,1341,"191,049",27,65,5,0,6,先做人 再做大夫                        对患者尽百分之百的努力去服务；对同行永远虚心的去学习、去交流、去提高为患者服务的本领。面对患者总觉得做的不够好；面对同行永远是学生；面对年龄总觉得还没毕业。,230230
7824,主治医师,外科,广州,0,220,"10,666",0,5,1,0,0,,230343
7825,主任医师,中医科,济南,1,45,"1,910",0,8,0,0,0,,230358
7826,副主任医师,妇产科,哈尔滨,1,200,"8,337",0,1,1,0,0,,230361
7827,副主任医师,消化内科,广州,1,0,"2,428",0,0,1,0,0,,230369
7828,主任医师 副教授,关节科,泉州,1,0,793,4,0,2,0,0,,230405
7829,主治医师,肛肠外科,郑州,1,210,"14,148",1,1,2,0,0,但愿世间人无病                        但愿世间人无病，有病莫要乱投医。,230418
7830,主管技师,康复科,深圳,1,690,"110,665",7,57,2,0,2,康复医学科中医康复室简介                        我科中医康复室主要是运用针灸、推拿、拔罐、穴位注射、挑四缝等中医疗法配合电针治疗仪、经络导平仪、红外线治疗仪等仪器治疗疾病。    现有人员：中级职称2名，初级2名，其中博士1名，本科3名。,230429
7831,主治医师,耳鼻喉科,北京,1,640,"51,268",0,36,3,1,2,,230470
7832,住院医师,内科,保定,0,0,"3,210",0,0,0,0,0,,230489
7833,主治医师,内分泌科,廊坊,0,0,396,0,0,0,0,0,,230497
7834,主任医师 副教授,整形创伤外科,广州,1,610,"66,424",10,60,5,0,1,欢迎咨询                        有问尽量回答！,230534
7835,副主任医师,康复科,连云港,1,0,"6,425",0,0,0,0,0,,230540
7836,主任医师 教授,风湿免疫科,宁波,1,1285,"78,741",2,85,14,3,5,不抛弃，不放弃                        永不抛弃，也不放弃，一起加油！,230555
7837,住院医师,消化内科,温州,0,0,"64,702",0,10,2,0,0,,230559
7838,主治医师,妇瘤科,青岛,1,715,"75,297",10,87,0,0,0,仁爱                        作为一名普通的肿瘤妇科医生，我愿意义务帮助大家，跟大家的交流也是我提高的过程，谢谢大家的信任！,230665
7839,副主任医师,口腔科,广州,1,0,"15,642",0,0,1,0,0,,230676
7840,主治医师,腹腔镜、腹壁疝外科,乌鲁木齐,1,365,"27,354",6,20,4,1,0,,230696
7841,主任医师 教授,骨科,汕头,1,55,"26,846",1,11,5,0,0,祝您健康，幸福，平安！                        各位好，我是汕头大学医学院第一附属医院骨科胡军。很高兴有机会通过好大夫网站和您相识。愿我们共筑健康平台。谢谢！,230710
7842,主任医师 副教授,血液内科,上海,1,0,"19,707",0,0,2,0,0,,230729
7843,主治医师,理疗科,呼和浩特,1,0,940,0,0,0,0,0,,230741
7844,主治医师 讲师,康复医学科,新乡,0,240,"13,668",5,6,0,0,0,健康才有快乐的生活！                        身体才是我们的根本，放下压力和欲望，关爱一下损耗惨重的自己……,230768
7845,主治医师,消化内科,苏州,1,200,"15,704",0,0,0,0,1,一年十二个月，三百六十五天。                        一年十二个月，三百六十五天。,230786
7846,副主任医师 副教授,牙周黏膜病科,西安,1,875,"88,870",0,80,12,1,0,感谢                        感谢您对我的信任,230788
7847,住院医师,骨伤一科（脊柱）,潍坊,0,200,"5,553",0,0,0,0,0,,230819
7848,主治医师,普外科,大连,0,290,"15,133",0,5,0,0,0,欢迎词                        有问必答，尽量使您满意，希望能为您的健康提供帮助。,230847
7849,主任医师,激光科,沈阳,1,240,"24,206",10,15,1,0,0,,230893
7850,主治医师,口腔科,成都,1,555,"48,605",2,24,1,0,1,,230900
7851,住院医师 讲师,老年病科,哈尔滨,1,0,"11,465",0,0,0,0,1,,230903
7852,副主任医师,肿瘤科,天津,1,0,887,0,0,0,0,0,,230937
7853,副主任医师 副教授,风湿科,郑州,1,5603,"316,653",2,376,20,3,18,,230966
7854,主治医师,血液科,长沙,1,3245,"132,060",7,129,12,6,8,搭建交流平台 治病尚需治人                        自从医来一直将患者的利益放在第一位，不敢怠慢。疾病千变万化，患者个体差异更是如此，就诊看病如同识人交友，在当前治疗选择日益进步的时代，需要和谐交流共同决策，才可能真正达到治疗目的。医者需遵循规范化，更需要实施个体化；患者也需提出自身意愿及价...值取向。如果您是我的患者，可以加入患友会，方便交流。                                        展开 >>                 收起 <<,230984
7855,主治医师,小儿神经内科,北京,1,145,"27,014",0,27,0,0,1,,231016
7856,副主任医师,中医内科,湖州,1,0,"15,307",0,0,0,0,0,,231018
7857,主任医师 副教授,胃肠外科,深圳,1,2970,"282,360",7,248,32,18,8,欢迎词                        “仁心 仁术” “大医精诚” 解决众生疾苦为“大” “精”于高超的医术 “诚于”高尚的品德愿我的患者、我的同事能够评价我是一名好大夫,231023
7858,主治医师 讲师,妇产科,济南,1,3875,"52,975",11,453,3,0,2,愿阳光洒满大地，祝笑容布满脸庞                        医生的工作是忙碌的，但忙碌中收获很多感动，感动时心里满满的是幸福！,231059
7859,副主任医师,内分泌科,济南,1,730,"51,814",0,47,1,0,1,,231068
7860,副主任医师 副教授,普外科,徐州,1,0,"14,641",0,0,0,0,0,精诚                        感谢《好大夫在线》网站给我提供一个平台，增加一个和大家交流的机会。很希望在我的专业范围内为大家服务。,231079
7861,主任医师 教授,骨关节外科,潍坊,1,875,"39,296",2,133,20,3,3,重塑健康关节，享受美丽人生！                        潍坊市人民医院关节外科祝您健康！,231100
7862,主任医师,骨伤科,贵阳,1,0,"10,467",0,0,2,0,0,,231103
7863,副主任医师,甲状腺乳腺血管外科,十堰,1,815,"34,990",0,39,0,0,6,欢迎您访问我的个人空间                        希望各位能在访问中得到您需要的信息！,231109
7864,副主任医师 副教授,眼科,泸州,1,200,"5,054",0,0,0,0,0,,231130
7865,副主任医师 副教授,脊柱外科,武汉,1,410,"59,121",0,43,11,1,1,己所不欲 勿施于人                        己所不欲 勿施于人,231134
7866,主任医师,牙周科,北京,1,360,"47,725",0,29,5,0,1,,231187
7867,主治医师 讲师,骨科,上海,0,225,"12,932",0,5,1,0,1,,231200
